,sizex,sizey,total_size,goalx,goaly,startx,starty,loop,pattern,DFS-Effi,BFS-Effi,A*-Effi,Bi-Effi,dijkstra-Effi,GBest-Effi,Best-Effi
98,26,85,2210,22,23,17,76,1,h,1.9974562218689813,2.0393659284492505,2.006352692975859,1.9962285551356431,2.119529512411823,2.0068763305984203,Bi-Effi
99,26,85,2210,5,44,13,42,1,h,1.994248058304075,2.0440505594640506,2.001604781719692,1.99363051570236,2.120913804843883,1.99494786810206,Bi-Effi
100,89,25,2225,81,11,58,12,1,h,1.9950094059105528,2.0240446400435737,2.009521151248295,1.993644719308436,2.1253195704698635,1.9933721494420185,GBest-Effi
101,28,86,2408,25,73,17,30,1,h,1.9943631915037447,2.003467658243705,1.997473701144963,1.9923894856645463,2.0790645227693645,1.990475825897328,GBest-Effi
102,25,99,2475,5,13,22,89,1,h,1.997795814484185,2.1188665786122107,2.022808103140017,2.002645252264536,2.17784922809076,2.008979885910146,DFS-Effi
103,49,51,2499,21,51,44,11,1,h,1.998371116873592,2.105408949469844,2.0127906040341985,1.9977411951955288,2.278697434496755,2.012347151969742,Bi-Effi
104,98,26,2548,59,17,24,20,1,h,1.9968293556726449,2.0438960735841363,1.997361747529446,1.9958163265306124,2.1508844659859765,1.999004257149915,Bi-Effi
105,53,50,2650,26,17,1,50,1,h,1.996423405678984,2.040779821516239,2.007365530388509,1.998260073882196,2.1609418096037563,1.999969054729344,DFS-Effi
106,47,61,2867,9,31,3,60,1,h,1.9950049427861565,2.058242120880577,2.0060602710069,1.9964722712807617,2.1736427369849376,2.0009052168003,DFS-Effi
107,66,44,2904,41,10,29,11,1,h,1.996112060050781,2.053336561340785,2.002877765388384,1.9956937822851408,2.17491630141164,1.9962520137372737,Bi-Effi
108,53,57,3021,38,50,39,45,1,h,1.732143333979788,1.7857405110701996,1.7342028329408776,1.7841054524127231,1.7831458872802586,1.7321886314146648,DFS-Effi
109,99,31,3069,69,27,3,24,1,h,1.9986806809065385,2.10332300319908,2.0153838579183256,2.0044506358598646,2.2096269823517907,2.0067464540037587,DFS-Effi
110,44,73,3212,15,25,12,44,1,h,1.996675603399661,2.177148243839622,2.017764849987053,1.99933355093858,2.257914037875622,2.010626484066752,DFS-Effi
111,78,42,3276,54,5,47,39,1,h,1.9902364066193847,2.0004302964915244,1.9981361175780028,1.9917149827329468,2.072814020420489,1.9903140388367555,DFS-Effi
112,55,62,3410,9,27,23,42,1,h,1.997394515674276,2.1347590705479007,2.011590405902144,1.9975892588940112,2.2303752437879742,2.0129007772327623,DFS-Effi
113,47,76,3572,16,40,7,3,1,h,1.994256040755447,2.000690601996512,1.9996976485619813,1.9943253605239195,2.10469232142677,1.9945523317926748,DFS-Effi
114,46,78,3588,35,44,33,60,1,h,1.9930987766432624,2.0070327777349792,2.0067295711783086,1.9890920483025747,2.122708908273422,1.9928169453271165,Bi-Effi
115,100,37,3700,32,13,3,8,1,h,1.9972507832376627,2.041240198440553,2.007139523458744,2.002452872636852,2.19101532706411,2.0023655457270584,DFS-Effi
116,77,50,3850,61,17,72,45,1,h,1.9956750207715004,2.0193159765032505,2.005793115242285,1.9946426115194893,2.174605875136809,1.996227674769866,Bi-Effi
117,70,55,3850,52,34,36,4,1,h,1.9967004786579472,2.111037532858881,2.012932836328445,1.9964135977369224,2.2938112582960875,2.003369202303736,Bi-Effi
118,64,61,3904,28,6,54,47,1,h,1.997164245948096,2.1818091615393915,2.027349836387212,1.9978428594045008,2.445969567998125,2.0123841304247976,DFS-Effi
119,89,44,3916,72,16,12,4,1,h,1.998626334210304,2.177409373861397,2.027850623120897,1.998745868736219,2.3048520153815866,1.99846001093075,GBest-Effi
120,57,71,4047,56,69,1,14,1,h,1.9989032266453104,2.288025441394752,2.0294031549631844,2.006201925499472,2.359822537945341,2.015465940663553,DFS-Effi
