,sizex,sizey,total_size,goalx,goaly,startx,starty,loop,pattern,DFS-Effi,BFS-Effi,A*-Effi,Bi-Effi,dijkstra-Effi,GBest-Effi,Best-Effi
12,39,32,1248,9,26,27,23,79,h,1.9970245602853125,2.0035284395103234,1.9744561229008664,1.9742963143936503,2.0265396465689056,1.9640758504622988,GBest-Effi
13,64,71,4544,23,6,11,13,70,v,1.9946763697406165,1.9530189927480561,1.9271641750115283,1.9462092074054356,2.0484464584708273,1.9239459256134517,GBest-Effi
14,54,42,2268,41,39,25,42,51,h,1.997363181930755,2.009773394881681,1.9768536181103706,1.9749598169646316,2.0928901075213453,1.9750753228450453,Bi-Effi
15,30,14,420,15,6,10,3,87,h,1.9813117409406424,1.9008572769161147,1.8739063471219968,1.9011098497310424,1.9027751474247683,1.8709442224094988,GBest-Effi
16,89,78,6942,41,43,62,32,87,h,1.9984569960436138,2.157900334170308,1.9781421887793367,1.9746961085467283,2.45733805324054,1.9608123154185908,GBest-Effi
17,51,72,3672,16,55,13,15,36,v,1.998718017645147,2.20857154313469,2.0134997065695943,1.9972835898212051,2.3249619731568094,1.9951217036889761,GBest-Effi
18,10,25,250,7,13,4,14,64,h,1.9652782546147085,1.8735396425744244,1.839718611788121,1.8707036165720274,1.8766074828418189,1.8475894903172065,A*-Effi
19,25,26,650,10,10,9,12,15,v,1.9872317885942348,1.9676022884523017,1.9642482792881393,1.9645928959406738,1.975657439335618,1.9614535098084804,GBest-Effi
20,15,22,330,8,6,4,2,64,v,1.9674879260360703,1.8970858141910414,1.8750907151118383,1.9011556177611455,1.8991133778682117,1.9080407471995686,A*-Effi
21,63,21,1323,34,8,60,19,66,h,1.9946302940108556,1.9904033066377567,1.980240192009802,1.9791804887252717,2.032311944056667,1.974007084507447,GBest-Effi
22,80,13,1040,16,5,11,5,64,v,1.9898113346553212,1.8101738312089402,1.750758786979549,1.8201313302430002,1.8102511272489186,1.7500491118152062,GBest-Effi
23,24,89,2136,19,69,3,86,84,h,1.9983036071882547,1.9902124717314102,1.9738202908522249,1.9732488080162458,2.041856817145944,1.9726303911895768,GBest-Effi
24,54,18,972,6,11,30,12,67,v,1.9918104992752257,1.9737812324443356,1.939095232527019,1.9605453115977376,1.9902149390874766,1.9384666728565056,GBest-Effi
25,65,77,5005,40,60,58,58,37,v,1.998996658484009,1.9645841116961766,1.9575901441043295,1.958495538602589,2.074317137451506,1.9634862641467543,A*-Effi
26,69,71,4899,59,29,25,33,39,h,1.998945828447615,2.2867341617518604,2.004144769616416,1.995167709069138,2.433446568167045,1.9891395190890082,GBest-Effi
27,20,82,1640,16,63,8,52,3,v,1.9920294886888903,1.99937518720981,1.9934996187055583,1.9872492123954384,2.0368204104496375,1.9889855965556127,Bi-Effi
28,62,86,5332,51,75,59,6,44,v,1.9992665917934889,2.3650723655276487,2.0152616965361347,2.0008839795944784,2.506083258564865,1.997186818227047,GBest-Effi
29,90,77,6930,69,6,35,47,70,v,1.9962922201871673,2.5441924874018875,2.0062576970663564,1.9951933697948734,2.5926202250640653,1.986625057666467,GBest-Effi
30,10,62,620,8,13,5,56,94,v,1.9885928310111147,1.9902354170807914,1.9838487851701756,1.9824769395258166,1.993350079016304,1.9811219116033487,GBest-Effi
31,40,28,1120,24,7,26,9,22,h,1.9933006960132622,1.977684020949619,1.9700323165094795,1.965726013447907,2.0027858067279865,1.9906411391688792,Bi-Effi
32,79,21,1659,19,5,6,7,69,v,1.9924638704631152,1.9501205381645257,1.936756221603006,1.9450169433153737,1.9802452761087297,1.9366590606829668,GBest-Effi
33,52,52,2704,52,27,23,11,15,h,1.9974647621988355,2.1411391667013593,2.006168586383791,1.99530731279931,2.2106947982987717,2.0013612550536037,Bi-Effi
34,72,39,2808,70,26,28,22,21,h,1.996752580045078,2.161598895154979,2.012789853936626,1.994334277969691,2.2017982027849827,2.0023424103274055,Bi-Effi
35,79,50,3950,61,28,38,27,50,h,1.9990367210204893,2.1731987412082576,1.995547257893326,1.9876637719285162,2.3131053528988614,1.9879308065600838,Bi-Effi
36,58,88,5104,19,26,46,23,55,v,1.9965974267031277,1.986481887076096,1.9584023121404168,1.9675774637158068,2.1719009163077434,1.9601691589504526,A*-Effi
37,11,72,792,5,36,5,33,39,h,1.748737612155896,1.6500152585562353,1.5838994951564889,1.6333404858395477,1.679290934618615,1.5833650419988825,GBest-Effi
38,94,57,5358,55,25,25,22,5,h,1.998599453303802,2.1837660392353664,2.0156228286038242,2.0009200020510844,2.4571188758433715,2.005948238859103,DFS-Effi
39,12,73,876,5,62,10,26,92,h,1.9958245227085547,1.9956964721981778,1.9715462625383946,1.977347617047232,2.0017535403092253,1.9652364198356644,GBest-Effi
40,98,20,1960,22,7,98,10,82,h,1.9959368854796071,2.067715870388959,2.0015791085979977,1.994184473864929,2.111476077615643,1.9896923566517262,GBest-Effi
41,74,86,6364,28,56,1,22,41,h,1.9991587394821293,2.1908495401514525,2.0115249029652107,1.9970140938689767,2.4834021297120743,1.9922658537763183,GBest-Effi
42,18,47,846,12,27,8,28,71,v,1.9945339572378593,1.8903362954824148,1.8622460636630787,1.8873992217024183,1.895428383862881,1.8474520989713161,GBest-Effi
43,15,27,405,15,19,8,21,86,h,1.9916044048238375,1.9439476103703148,1.930340206809456,1.9404295021191813,1.9464201890423811,1.9274357789906345,GBest-Effi
44,53,57,3021,38,50,39,45,1,h,1.732143333979788,1.7857405110701996,1.7342028329408776,1.7841054524127231,1.7831458872802586,1.7321886314146648,DFS-Effi
45,50,67,3350,43,37,34,47,29,v,1.9981413400341421,1.9889659594657572,1.9719083993111812,1.9697909478460665,2.0946840387440924,1.9675112892890882,GBest-Effi
46,58,31,1798,23,23,9,26,58,v,1.9974997343418912,1.9569245441842822,1.9453360980406957,1.9510658183566636,1.9901365016086148,1.9419107477015702,GBest-Effi
47,25,79,1975,24,71,5,18,44,h,1.9982651102035671,2.094792022056609,1.9981185170623506,1.9934176710896094,2.1346892237637953,1.991015848601653,GBest-Effi
48,37,95,3515,13,37,33,89,24,v,1.9978129594203196,2.2423503783645886,2.0126904063288165,1.9977127605249083,2.2305648249225447,2.000588064771109,Bi-Effi
49,82,45,3690,36,39,62,5,94,h,1.998949995601384,2.145956786558495,1.9787058871577585,1.985800090591476,2.2756360121702452,1.9765088266715731,GBest-Effi
50,50,69,3450,22,47,16,28,99,v,1.998710874345721,2.0339405989393162,1.9699496409396122,1.9713221878304104,2.175249443343146,1.9593555901303976,GBest-Effi
51,56,33,1848,38,19,30,5,16,h,1.99652206989993,1.9578978265648985,1.9436079354747915,1.9529741607461815,1.9967108767069548,1.9753806365322875,A*-Effi
52,52,92,4784,29,85,14,37,98,h,1.9993646402913223,2.3388599643868972,1.982983711026054,1.9897878531278852,2.4292259867234813,1.9809845168028584,GBest-Effi
53,89,17,1513,10,7,83,9,20,h,1.9959433157626247,2.0463587456393393,2.0072618245007483,1.9977547400716436,2.071312247242915,2.000548907716789,DFS-Effi
54,48,33,1584,5,32,16,2,10,h,1.992382266530972,2.057354267904088,2.0015593956072646,1.9935215615492172,2.0763134976711397,1.9966035343405446,DFS-Effi
55,28,38,1064,13,28,8,10,68,h,1.9960511364145004,1.9636792334798048,1.9398794677710915,1.9571269285795516,1.985857690596378,1.9404651954903809,A*-Effi
56,12,82,984,5,50,3,17,17,v,1.9931705573672176,1.9992006476321234,1.9917882941099743,1.9897978756324965,2.0167191997543896,1.9909483383785207,Bi-Effi
57,46,54,2484,39,9,2,17,92,v,1.9955474187646975,2.0598643051585395,1.9789931882109504,1.9799706497092668,2.149567713478783,1.9745865614689475,GBest-Effi
58,76,95,7220,72,51,5,72,57,h,1.9991959140052864,2.5638010978745784,2.0335602143018376,2.005193197826737,2.6216508964967593,1.9990439274475038,GBest-Effi
59,40,61,2440,21,58,27,60,25,h,1.9967951013549814,1.9733174852228643,1.9661149246658747,1.9591834383182314,2.0519502896250557,1.972609188369387,Bi-Effi
60,43,89,3827,30,56,17,43,8,v,1.9972243261223765,2.1261436068048987,2.012618305724295,1.9986238874648405,2.2890771320156373,2.0062944885891962,DFS-Effi
61,71,82,5822,24,18,38,7,52,h,1.998358536655974,2.0229832835801633,1.9829158202148096,1.9775853826973515,2.270422450801933,1.974353397475097,GBest-Effi
62,16,95,1520,5,18,16,3,43,h,1.988584457076547,1.9862818677358591,1.9771425215812062,1.9757807805380416,2.019841772606193,1.9693329619320554,GBest-Effi
63,50,95,4750,29,43,36,10,10,v,1.9979537851856284,2.0845296346371778,2.0066537838382947,1.9967239556939744,2.3329297879231103,1.9997892357163338,Bi-Effi
64,21,50,1050,15,19,11,2,53,v,1.9917313667194025,1.9783797869272228,1.973682849394593,1.9737618878736067,1.9974734610981704,1.9760785064852247,A*-Effi
65,57,17,969,44,11,13,12,65,v,1.995590527236097,1.9830249119393026,1.9579465252793828,1.9695793164778754,2.001013464061628,1.9565546767625213,GBest-Effi
66,62,100,6200,47,47,15,42,76,v,1.9991901024933458,2.038761362035877,1.9674570003465357,1.9746118255729992,2.3176512634606325,1.9635166471015206,GBest-Effi
67,58,47,2726,39,25,12,27,21,h,1.9977897388412162,2.1014036067009316,2.0125757068277346,1.9993188118071976,2.206516462171647,1.9986046972025824,DFS-Effi
68,24,78,1872,17,11,18,25,67,v,1.9944373933034383,1.9720856848937238,1.9564426758682534,1.9600631339894181,2.016925670859087,1.9606726387109723,A*-Effi
69,52,92,4784,5,82,44,17,35,v,1.9991110193139678,2.350213704906678,2.0322740764478864,2.0037934697655704,2.4452193375265234,2.0007785285975954,DFS-Effi
70,43,98,4214,23,49,14,49,47,v,1.9982654418814967,1.8897680406269335,1.831661767139624,1.8835280786288644,1.9070764362684656,1.8286558216256419,GBest-Effi
71,25,42,1050,21,27,6,30,89,v,1.9953137337320175,1.9572969848938502,1.9385530518330563,1.9504780390390606,1.9754410903786066,1.9446727972862932,A*-Effi
72,15,36,540,10,13,15,18,32,v,1.9763706475467242,1.9426927280840238,1.9372949304070965,1.93865116152053,1.9493287168482125,1.956706796881623,A*-Effi
73,42,19,798,6,6,39,12,35,h,1.9907604145719568,1.999144903803006,1.9889208461032157,1.9862287351378207,2.008104793623711,1.9837256155775183,GBest-Effi
74,86,40,3440,22,18,9,27,21,v,1.9972527782697422,2.10953052699849,1.9960763095516845,1.9870944730794937,2.2180058038144104,1.9877299400424562,Bi-Effi
75,13,89,1157,13,61,5,61,54,v,1.9961407114173402,1.880655078524862,1.8230876473107835,1.8629887115065014,1.886583119944663,1.8222887365813372,GBest-Effi
76,82,55,4510,75,44,41,55,13,v,1.9989241767488313,1.9954763180660655,1.9891190584063398,1.984857274893808,2.1160401244363225,1.990760669436735,Bi-Effi
77,83,91,7553,69,61,54,89,41,v,1.999442820961685,2.13077332041717,1.9993520005415546,1.9921108068862976,2.4605006924071544,1.9902922182990526,GBest-Effi
78,68,16,1088,55,12,66,13,30,h,1.991396115427607,1.9680659177970818,1.9664375831114442,1.966632215778644,1.9847903972509062,1.9693136185171545,A*-Effi
79,57,36,2052,19,26,4,29,6,v,1.9854091203970508,1.97654838225171,1.9739639241130136,1.9712622617976725,2.0503656561772288,1.9731453542729662,Bi-Effi
80,48,33,1584,29,24,24,11,70,v,1.996900265120495,1.9928607935834415,1.9623981219649327,1.9650607087006469,2.03490238308037,1.9613454417349971,GBest-Effi
81,75,88,6600,59,78,30,38,48,v,1.9994268754269418,2.511008787378735,2.022484018144124,1.9985016924934516,2.619816665031775,1.9922951287571462,GBest-Effi
82,64,67,4288,33,54,2,53,84,v,1.999201803754239,2.0022644766576345,1.9671162749118059,1.9734469474212757,2.1571084078361586,1.9643705083109655,GBest-Effi
83,43,25,1075,9,25,23,2,4,h,1.9941272225455065,2.004643715843084,1.9922075068937222,1.9896972413228822,2.028512567086787,1.9861199504921094,GBest-Effi
84,50,93,4650,9,33,11,25,75,v,1.9978129829774778,1.9608142020768025,1.9514925164272574,1.9537760439402403,2.067800125994494,1.9359291505899823,GBest-Effi
85,33,96,3168,23,18,11,7,38,v,1.9942627719188981,1.9873906771102778,1.9784566026269523,1.974033487007925,2.0857326456821093,1.9704491943703446,GBest-Effi
86,32,54,1728,6,44,8,26,59,h,1.997683233968759,1.9556146016656415,1.9315092140662573,1.9503568927846273,1.9923308834476734,1.9369553802951631,A*-Effi
87,40,70,2800,37,22,7,55,90,v,1.9975036387314529,2.1210831677812774,1.9884129903161503,1.987540422444277,2.1699383123657845,1.9820191882144238,GBest-Effi
88,32,53,1696,27,23,13,42,19,v,1.9964201563337673,2.0135264567952054,1.9912537745395085,1.9870858669041231,2.056416000123704,1.9878379698589015,Bi-Effi
89,15,92,1380,14,46,2,65,84,h,1.9967599025996834,1.9896023773023688,1.9685328362023293,1.969915016110777,2.0146797651897277,1.9691248918283353,A*-Effi
90,44,45,1980,41,36,10,29,33,v,1.9981509775370405,2.0356075499526214,1.9887790397093479,1.9817875326470613,2.0916431941966334,1.9764244469301593,GBest-Effi
91,37,28,1036,6,20,31,5,39,v,1.994185471855638,2.0049656872720556,1.9806899152607915,1.979834536128994,2.018341030075566,1.9853434700639356,Bi-Effi
92,24,40,960,14,12,20,21,90,v,1.9071974465339006,1.9371559907729234,1.9200946094854863,1.9351023925456317,1.949050301872394,1.9377035680181771,DFS-Effi
93,10,42,420,8,14,10,12,82,v,1.981699584823751,1.7583726708513838,1.7234834998010016,1.7222350966597404,1.76745449574373,1.8520435036519962,Bi-Effi
94,98,78,7644,69,51,71,48,27,v,1.9981287343215701,1.972501652473913,1.969411377961857,1.9664097396845595,2.118312004996395,1.9671398596177743,Bi-Effi
95,66,36,2376,43,29,32,12,24,h,1.9980755026448156,2.0473201014251314,1.9929078429174623,1.9866915439135338,2.1410336323477774,1.9861434602137749,GBest-Effi
96,89,95,8455,25,16,47,10,31,v,1.9977789471779115,1.9981195404366352,1.977520625113058,1.9749446638549115,2.303792561724126,1.9892205904403444,Bi-Effi
97,45,92,4140,15,67,39,5,13,v,1.9984774087386619,2.2154947430367553,2.0144389633861897,2.001924584311869,2.371713163250409,2.008442559071983,DFS-Effi
98,32,20,640,5,17,11,10,85,v,1.9923856347881255,1.9382682698789724,1.9077552725516058,1.934626444521531,1.9474514162920546,1.9063794445303963,GBest-Effi
99,80,45,3600,29,12,54,26,74,h,1.9983653366913037,2.127750301111792,1.9865857672383078,1.9830823008921206,2.286474783222403,1.9767882847192846,GBest-Effi
100,88,52,4576,87,33,63,42,35,v,1.999068324120616,2.038423276536438,1.9884605460625135,1.9856827425258317,2.390028193899256,1.9794614491920473,GBest-Effi
101,54,51,2754,44,39,35,45,87,h,1.9977259136508931,1.962529681150725,1.9533948877416711,1.949190142966852,2.146356183507937,1.9472710182390713,GBest-Effi
102,77,57,4389,39,42,14,42,32,h,1.9989530379291311,2.090164637849269,1.9965258181547259,1.9885401919988825,2.332991343200188,1.9851390986092916,GBest-Effi
103,53,44,2332,8,23,43,19,68,h,1.9968470750397112,2.1018094828280995,1.9938444786725849,1.9884465706303571,2.1488997155051512,1.9874449811904062,GBest-Effi
104,99,18,1782,64,16,49,18,12,h,1.9878089511600878,1.9834466665651793,1.9794998827921813,1.9765875169069287,2.045569242847972,1.9725151044009328,GBest-Effi
105,26,68,1768,11,50,11,57,87,h,1.7916669050851888,1.8629017382423143,1.7930941837487797,1.856661102615506,1.8672318210959804,1.791753920252765,DFS-Effi
106,61,84,5124,36,5,41,27,78,h,1.995567110269965,2.0278489544705933,1.9681644889542178,1.968445376144245,2.271732944961575,1.9568408186581707,GBest-Effi
107,41,51,2091,8,35,34,39,56,v,1.997633210013284,1.9857429282572854,1.961288386429248,1.968852149770443,2.045875236168324,1.9631572301543008,A*-Effi
108,36,97,3492,29,94,20,39,72,h,1.9990396050982913,2.245885114037268,1.9878390174895373,1.9890958420326685,2.2792483859659587,1.9817697850565923,GBest-Effi
109,34,97,3298,17,69,26,56,71,v,1.9970416073664083,2.0058521993339493,1.9718562707846488,1.971229825188119,2.1229878503159325,1.9686544649441864,GBest-Effi
110,88,44,3872,87,14,46,10,95,v,1.998556557621161,2.131771335411883,1.9758825510983509,1.9799978289494389,2.281225545072777,1.9695162855239117,GBest-Effi
111,96,77,7392,50,72,66,40,84,h,1.9995342477850064,2.245114800703756,1.9756974052303162,1.9824272306398076,2.540255183948007,1.971990918829854,GBest-Effi
112,99,47,4653,64,31,47,27,24,v,1.998707063992704,1.9528326322623522,1.9243036445152475,1.9513184073801453,2.0254405350028675,1.9213639707852141,GBest-Effi
113,96,70,6720,52,10,16,57,57,h,1.9990302574028602,2.302237189119036,2.0079281245887755,1.9956477305336389,2.5395820823476427,1.9928672704950818,GBest-Effi
114,69,64,4416,30,60,35,25,64,h,1.999176780704632,2.1166070650569875,1.9803106638509733,1.9791382828339268,2.4012824257932213,1.9677745417882178,GBest-Effi
115,41,65,2665,9,64,3,32,65,h,1.9986697068039099,2.0171703180471026,1.9689799969859703,1.975252559746513,2.132521202840503,1.9618753553966877,GBest-Effi
116,79,56,4424,33,48,73,32,27,h,1.9975475031797687,2.180637602767342,2.034081902168567,1.9994617220911244,2.4138313951173043,2.00303324539688,DFS-Effi
117,86,33,2838,43,27,22,24,78,v,1.9983588801415144,2.0027552468216507,1.9672706511897786,1.96723077973274,2.096820627715078,1.9552966055988996,GBest-Effi
118,13,19,247,7,14,2,19,19,h,1.9821046931036221,1.9399692581171113,1.934418341343691,1.928349553411121,1.941848293852345,1.9299378653977772,Bi-Effi
119,58,33,1914,14,14,24,15,65,h,1.9957910027796744,1.9629862436861134,1.9481640087538417,1.9522282848993655,2.0112805864802907,1.938396331259557,GBest-Effi
120,74,34,2516,57,8,68,3,37,v,1.995615373070296,1.9613634784709317,1.9568282781785045,1.959675426388579,2.003086466185497,1.9669350979780067,A*-Effi
121,75,20,1500,15,7,49,16,15,h,1.9967874505841552,2.0213168885318153,1.993690624122711,1.990110831705651,2.0582800741462384,1.9903482852136851,Bi-Effi
122,23,85,1955,6,12,13,43,92,v,1.994875681226418,2.0473815560429376,1.9880891488776586,1.9819122461153713,2.0818827678641805,1.9799112773399956,GBest-Effi
123,52,32,1664,13,20,37,20,95,v,1.9938969405104972,1.9857932449262652,1.938840965637341,1.9605054323973603,2.0257274924025515,1.9374605658231094,GBest-Effi
124,31,67,2077,26,58,6,53,2,v,1.9907146979108585,1.9990173189124736,1.9960389683864237,1.9895255091459112,2.052126393910402,1.996685915191857,Bi-Effi
125,66,35,2310,17,31,28,4,72,v,1.9984293860934312,2.066469977199885,1.9833195632132705,1.9842634392231242,2.15588804341479,1.9781473846457072,GBest-Effi
126,30,68,2040,21,34,26,44,1,v,1.997072678174005,2.0623415268380407,2.0132389304814575,1.9990750157933526,2.1105390519820584,2.001209834321099,DFS-Effi
127,29,84,2436,27,57,14,82,52,v,1.998076984523919,1.9974012690563172,1.9809178534702745,1.978965841253662,2.06868484523705,1.9768653289120541,GBest-Effi
128,25,77,1925,22,43,9,66,44,v,1.9975717954236865,2.0039783390220007,1.9822526257137847,1.9805180634546513,2.052719528897182,1.976255537339691,GBest-Effi
129,80,26,2080,39,7,79,20,31,h,1.9975868185051024,2.0289075146842666,1.9993128940076954,1.9941679423979735,2.103546953619572,1.9934424124765742,GBest-Effi
130,33,42,1386,18,29,32,2,96,v,1.9971326680327037,2.0139930959338903,1.982973237244536,1.9807043674382019,2.1353330454170605,1.9768553813418084,GBest-Effi
131,64,47,3008,11,10,19,7,85,v,1.9811512704877245,1.9119913912510071,1.8806598060896005,1.9095113128104355,1.939667194745738,1.8811549956835685,A*-Effi
132,28,87,2436,5,87,19,20,99,h,1.9987613664143704,2.1516988223258906,1.9874516664677047,1.9925574209810395,2.1668278831839007,1.9829306314173947,GBest-Effi
133,51,47,2397,13,25,19,18,38,v,1.9975200464756586,1.9910663123494037,1.9739168313413573,1.9736985060120968,2.0770243929051446,1.9798933149312639,Bi-Effi
134,68,17,1156,31,7,10,16,87,h,1.9958370580109521,1.9832379183350386,1.9729541756115538,1.9742325791682735,2.010381494666135,1.971383828939135,GBest-Effi
135,73,70,5110,65,10,50,65,26,v,1.99765729789217,2.398462461238146,2.023552162792212,2.0028979171390278,2.546160867249701,2.002698969107225,DFS-Effi
136,15,16,240,8,6,6,1,56,h,1.973875143071459,1.8500836779186844,1.8037933470098473,1.8489122533637294,1.8548983144227047,1.8036303144927106,GBest-Effi
137,10,97,970,9,7,9,65,48,v,1.990740116530135,2.0141603365530645,1.9950504452171023,1.9906132643546082,2.0189723531640844,1.9895992207552404,GBest-Effi
138,24,74,1776,18,73,16,5,53,v,1.9981266277917502,2.079350781024103,2.00668235753983,1.9957070414174796,2.0914852054845325,1.9915746703743187,GBest-Effi
139,39,71,2769,20,62,16,67,69,h,1.9980802325972455,1.888800583954393,1.8649896964291912,1.8788207794693044,1.8997879462874385,1.8964566330923813,A*-Effi
140,31,25,775,27,22,21,20,14,h,1.9867646363242815,1.9756811640401617,1.9705418279623277,1.9706515138022256,1.9871487605339921,1.9721519276201527,A*-Effi
141,99,27,2673,36,17,60,19,61,v,1.9984225765821164,1.9893400600255848,1.9495544566428555,1.9653155081683318,2.090656536156641,1.9479569428041312,GBest-Effi
142,44,44,1936,42,10,19,6,10,h,1.988824130044138,2.0584620728464733,1.9998104436875916,1.9918060767201446,2.1082695858564406,1.9918611964548725,DFS-Effi
143,90,14,1260,51,8,49,7,48,v,1.9907970958820465,1.6944687625481283,1.6080085202374526,1.657151201723493,1.711683258056408,1.6071857706454478,GBest-Effi
144,83,13,1079,12,13,37,1,80,h,1.9881326353492024,1.99618880338477,1.9775511071846994,1.9779622552079839,2.017856191805506,1.9716699211151636,GBest-Effi
145,60,66,3960,44,31,26,22,23,v,1.9975806289252795,1.9879820356846447,1.9745766970114984,1.9692498431362915,2.1240088115900218,1.984872941304177,Bi-Effi
146,38,91,3458,8,84,5,62,93,v,1.9990897686339377,2.0197576198955884,1.9716085498292748,1.9723838865377763,2.151503826962467,1.9652934374505668,GBest-Effi
147,91,41,3731,5,25,89,26,11,v,1.9975065367348352,2.1270322458147533,1.995473556565301,1.9916485774944501,2.27548665356131,1.9946805885198935,Bi-Effi
148,71,31,2201,34,7,8,8,40,v,1.9953463964225153,1.9710161915164373,1.9455879587644571,1.95311400992856,2.0252077453659285,1.9405458655628083,GBest-Effi
149,66,44,2904,41,10,29,11,1,h,1.996112060050781,2.0533365613407852,2.002877765388384,1.9956937822851406,2.1749163014116393,1.9962520137372737,Bi-Effi
150,69,58,4002,12,36,60,47,10,h,1.998565693453706,2.2145852867502436,2.0135249482126096,2.0001854833617037,2.329697418753145,2.001381023806868,DFS-Effi
151,29,76,2204,7,31,4,48,97,h,1.9560674320944116,1.956857546574043,1.9289159156446727,1.9513616584082518,2.001748227115063,1.9275532993050604,GBest-Effi
152,97,62,6014,47,11,37,14,38,h,1.9810766273074112,1.9858625474267377,1.9752872971275113,1.9720302770272389,2.170928912177807,1.9687189243246583,GBest-Effi
153,37,97,3589,24,18,17,65,15,h,1.9970796931878623,2.0433858064444896,1.9904996244392876,1.9863100418475437,2.206172979808197,1.9959211785890043,Bi-Effi
154,14,61,854,10,60,6,3,81,v,1.9964288303700684,2.0092632008265587,1.991294162845359,1.988029669679683,2.0130288736396036,1.9870914908767099,GBest-Effi
155,35,94,3290,18,45,30,14,93,h,1.9982157955919928,2.0391214938537257,1.9713306287903545,1.9784096489807044,2.1725730376769388,1.9683090912313852,GBest-Effi
156,12,46,552,8,41,7,14,62,h,1.99318011664927,1.9751172788446207,1.9584282744263475,1.9685892781762302,1.9793701984287253,1.9549993132904961,GBest-Effi
157,79,80,6320,60,7,76,22,60,h,1.997353393821467,2.0123494650692675,1.9796610892752713,1.976140346983191,2.261636880696871,1.9680172864988479,GBest-Effi
158,93,74,6882,30,52,14,9,19,v,1.9991566038046282,2.3606907075140495,2.020020797984385,2.0020431631760784,2.5825290484196346,1.9994334547194679,DFS-Effi
159,20,27,540,5,21,17,4,38,v,1.991791154490356,1.9863395228878096,1.9810518014470295,1.9795080823738425,1.992100054159726,1.973179001165406,GBest-Effi
160,14,46,644,5,16,12,21,48,h,1.9831122511179944,1.9564874700887693,1.9458582579654315,1.9524932622193238,1.964181812938159,1.9450109274791751,GBest-Effi
161,44,53,2332,20,28,5,14,47,v,1.9974855961979978,2.0775591274741183,1.9855814798422657,1.9811044873211003,2.1289033863791715,1.9772198926182099,GBest-Effi
162,65,39,2535,16,32,55,16,48,h,1.998400267801053,2.0869317851273967,2.0026710924949986,1.994065039791662,2.1766857694447554,1.9857179678951924,GBest-Effi
163,39,99,3861,20,8,32,59,93,h,1.9937580859521544,2.2773582810109003,1.9907994457652798,1.9894499596369908,2.3131406479610974,1.978443986727155,GBest-Effi
164,67,36,2412,23,8,10,6,14,v,1.9897798886016367,1.925579937410595,1.8891853966013588,1.9236979333624884,1.9401253332277058,1.8876125209069565,GBest-Effi
165,27,29,783,13,24,7,9,31,h,1.9944534043002595,1.9732788970946795,1.9659710638100174,1.966505876357485,1.986779053899284,1.9559823809729973,GBest-Effi
166,93,53,4929,56,38,89,35,30,v,1.9984446836013188,1.989286755123254,1.9717330184694968,1.9746384924266747,2.1547324383848467,1.9603563913261375,GBest-Effi
167,58,56,3248,8,13,11,26,24,h,1.9408688759525845,1.9294159662536727,1.9037699201424787,1.9174886994910727,1.9435995581368033,1.90129399713362,GBest-Effi
168,94,35,3290,45,27,31,12,19,h,1.995462514897575,2.044237231317531,1.994207837525542,1.9864408716334632,2.19218492023149,1.9956659634934166,Bi-Effi
169,61,15,915,22,6,3,9,28,h,1.9944230458812582,1.9823948521911687,1.9806109372507956,1.979437906378408,1.99908976594461,1.9823649317788243,Bi-Effi
